run_idx,algorithm,dataset_size,epsilon,proportions,proportion_key,reset_mode,extra_terminal_steps,seed,status,error,feature_coverage,elapsed_seconds
461,FOGAS,4000,0.3,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.8072701370943494,13.433267638785765
462,FOGAS,8000,0.3,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.8060093288356303,13.660969883901998
463,FOGAS,12000,0.3,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.8127157949595638,15.284743438009173
464,FOGAS,16000,0.3,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.8174392737254355,18.65257262205705
465,FOGAS,20000,0.3,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.8118587206235357,22.253552190959454
466,FOGAS,4000,0.5,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.3919420036736225,13.242056773975492
467,FOGAS,8000,0.5,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.4305859087854067,13.625682344892994
468,FOGAS,12000,0.5,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.4536641856344126,15.208034062059596
469,FOGAS,16000,0.5,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.423485578823807,18.643063233001158
470,FOGAS,20000,0.5,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.424028026173503,22.231411810033023
471,FOGAS,4000,0.7,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),801.2916400336106,13.214350432157516
472,FOGAS,8000,0.7,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),20.53397078184585,13.549525373848155
473,FOGAS,12000,0.7,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),14.153328932008606,15.193853324977681
474,FOGAS,16000,0.7,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),11.720105525743826,18.595663284882903
475,FOGAS,20000,0.7,100% optimal-eps / 0% random,100_0,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),11.783005548024825,22.240921429824084
476,FOGAS,4000,0.0,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.73025019797144,13.316551495110616
477,FOGAS,8000,0.0,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.7232813882204403,13.649704550160095
478,FOGAS,12000,0.0,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.7799914848833318,15.255296649876982
479,FOGAS,16000,0.0,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.750753471705161,18.84299751999788
480,FOGAS,20000,0.0,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.7377031755237973,22.20175672811456
481,FOGAS,4000,0.1,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.9229657827324562,13.297447075136006
482,FOGAS,8000,0.1,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.8696299886698773,13.519936932018027
483,FOGAS,12000,0.1,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.8429557418278057,15.1851475040894
484,FOGAS,16000,0.1,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.8099135657385241,18.797481562942266
485,FOGAS,20000,0.1,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.8001717380106677,22.166446178918704
486,FOGAS,4000,0.3,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.0388274508447135,13.210525711067021
487,FOGAS,8000,0.3,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.108485777209344,13.516734137898311
488,FOGAS,12000,0.3,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.1035420502565616,15.180665276013315
489,FOGAS,16000,0.3,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.0868004400864506,18.736092580948025
490,FOGAS,20000,0.3,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.127579191425682,22.113432980841026
491,FOGAS,4000,0.5,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.0738284274151164,13.187021477846429
492,FOGAS,8000,0.5,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.914081008803188,13.513252804987133
493,FOGAS,12000,0.5,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.9510807590756762,15.152030516881496
494,FOGAS,16000,0.5,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.8757162546493817,18.72885615704581
495,FOGAS,20000,0.5,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.805746954350803,22.083959162933752
496,FOGAS,4000,0.7,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),16.134647473767334,13.23691609990783
497,FOGAS,8000,0.7,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),14.020335086879157,13.571173798060045
498,FOGAS,12000,0.7,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),10.348055992023385,15.339834436075762
499,FOGAS,16000,0.7,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),12.758228704708774,18.59387013479136
500,FOGAS,20000,0.7,80% optimal-eps / 20% random,80_20,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),11.996827610661587,22.093302506953478
501,FOGAS,4000,0.0,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.0042767669697232,13.285817740950733
502,FOGAS,8000,0.0,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.08196434353254,13.56281150993891
503,FOGAS,12000,0.0,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.1556165997597985,15.39218623097986
504,FOGAS,16000,0.0,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.1709825155098486,18.641028616810217
505,FOGAS,20000,0.0,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.1416227925344535,22.18061416083947
506,FOGAS,4000,0.1,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.0867516189506286,13.197662458987907
507,FOGAS,8000,0.1,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.187987576448279,13.504957846133038
508,FOGAS,12000,0.1,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.239529738363947,15.247984607005492
509,FOGAS,16000,0.1,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.2551388323147243,18.60523984907195
510,FOGAS,20000,0.1,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.218112647359839,22.085221684072167
511,FOGAS,4000,0.3,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.3441301102538157,13.1896202492062
512,FOGAS,8000,0.3,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.4205660644943667,13.725734209176153
513,FOGAS,12000,0.3,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.5142102307978407,15.191301028011367
514,FOGAS,16000,0.3,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.540908952487487,18.60559377889149
515,FOGAS,20000,0.3,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.5563434438034593,22.096020614961162
516,FOGAS,4000,0.5,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.6332384355173475,13.254798074951395
517,FOGAS,8000,0.5,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.5570613579563224,13.669057995080948
518,FOGAS,12000,0.5,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.558578820765545,15.218454191926867
519,FOGAS,16000,0.5,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.62061656791918,18.61083184904419
520,FOGAS,20000,0.5,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.5331762881162954,22.051508486038074
521,FOGAS,4000,0.7,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),6.81746451494375,13.21275572408922
522,FOGAS,8000,0.7,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),8.19385475199511,13.65348863787949
523,FOGAS,12000,0.7,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),9.74074600030741,15.067360746208578
524,FOGAS,16000,0.7,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),10.722900074998728,18.56146778189577
525,FOGAS,20000,0.7,60% optimal-eps / 40% random,60_40,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),12.733990387045505,22.040874236030504
526,FOGAS,4000,0.0,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.8832856791979173,13.250626564025879
527,FOGAS,8000,0.0,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.757219647794488,13.761036796029657
528,FOGAS,12000,0.0,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.792265681470948,15.225149021018296
529,FOGAS,16000,0.0,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.8275504904194237,18.582593971164897
530,FOGAS,20000,0.0,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.795324242426177,22.067056011175737
531,FOGAS,4000,0.1,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.436742143865773,13.384310139110312
532,FOGAS,8000,0.1,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.225355879169471,13.545845150016248
533,FOGAS,12000,0.1,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.2623640262763103,15.105876128189266
534,FOGAS,16000,0.1,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.9662977666669583,18.60495451791212
535,FOGAS,20000,0.1,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.047327156891983,22.06755140912719
536,FOGAS,4000,0.3,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.307717061017984,13.321180312195793
537,FOGAS,8000,0.3,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.22530647709657,13.47882173792459
538,FOGAS,12000,0.3,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.384537037843617,15.068805111106485
539,FOGAS,16000,0.3,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.3569358014377686,18.57092193700373
540,FOGAS,20000,0.3,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.359651157317678,22.04411900183186
541,FOGAS,4000,0.5,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.9356363952680047,13.279032842023298
542,FOGAS,8000,0.5,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.104624249303393,13.55113527807407
543,FOGAS,12000,0.5,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.234825301256229,15.172218238934875
544,FOGAS,16000,0.5,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.4456406465954235,18.61470652720891
545,FOGAS,20000,0.5,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.358479031143853,22.20164619712159
546,FOGAS,4000,0.7,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),69886.47937037214,13.253041652962565
547,FOGAS,8000,0.7,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),33.36990008632151,13.596639503026381
548,FOGAS,12000,0.7,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),46.15673009408634,15.076231052866206
549,FOGAS,16000,0.7,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),60.09412649212052,18.526241953019053
550,FOGAS,20000,0.7,40% optimal-eps / 60% random,40_60,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),27.212222777690634,22.1752613321878
551,FOGAS,4000,0.0,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.092338996041775,13.094288578955457
552,FOGAS,8000,0.0,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.943464858548052,13.465576459886506
553,FOGAS,12000,0.0,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.032863580054615,15.06945137376897
554,FOGAS,16000,0.0,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.079682281201471,18.539817071985453
555,FOGAS,20000,0.0,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.119385247885736,22.17899530311115
556,FOGAS,4000,0.1,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.183042981671216,13.126718397950754
557,FOGAS,8000,0.1,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.586243314721895,13.475146434968337
558,FOGAS,12000,0.1,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.742601376728537,15.085422480944544
559,FOGAS,16000,0.1,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.7431069410544495,18.53983152890578
560,FOGAS,20000,0.1,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),5.017096558765356,22.152236346155405
561,FOGAS,4000,0.3,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),5.775839948956106,13.16165329911746
562,FOGAS,8000,0.3,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),5.267724760336867,13.442463919054717
563,FOGAS,12000,0.3,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),5.567252853587865,15.047905217856169
564,FOGAS,16000,0.3,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),5.43068909308468,18.70749906403944
565,FOGAS,20000,0.3,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),5.68388268394214,22.018792894901708
566,FOGAS,4000,0.5,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),13.470434839331979,13.157549375900999
567,FOGAS,8000,0.5,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),8.16237711027685,13.449716964969411
568,FOGAS,12000,0.5,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),7.964050356294695,15.05962575506419
569,FOGAS,16000,0.5,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),7.203195451784563,18.67843863903545
570,FOGAS,20000,0.5,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),7.671327303194365,22.00957800494507
571,FOGAS,4000,0.7,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),66589.38218360233,13.163688844069839
572,FOGAS,8000,0.7,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),65390.77835749201,13.52866194397211
573,FOGAS,12000,0.7,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),65391.06541138128,15.106838549021631
574,FOGAS,16000,0.7,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),65391.57711726964,18.672806191956624
575,FOGAS,20000,0.7,20% optimal-eps / 80% random,20_80,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),65391.11349320376,21.99822725704871
576,FOGAS,4000,0.0,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),124274.14623233498,13.175828493898734
577,FOGAS,8000,0.0,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),102278.0180354627,13.549653339199722
578,FOGAS,12000,0.0,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82618.0147804454,15.171178248012438
579,FOGAS,16000,0.0,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82625.0332752906,18.521123027894646
580,FOGAS,20000,0.0,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82630.81851665293,22.02595785493031
581,FOGAS,4000,0.1,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),124274.14623233498,13.088851803913713
582,FOGAS,8000,0.1,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),102278.0180354627,13.436853423947468
583,FOGAS,12000,0.1,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82618.0147804454,15.260824142955244
584,FOGAS,16000,0.1,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82625.0332752906,18.512651985045522
585,FOGAS,20000,0.1,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82630.81851665293,21.95606003003195
586,FOGAS,4000,0.3,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),124274.14623233498,13.112249454949051
587,FOGAS,8000,0.3,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),102278.0180354627,13.444951259996742
588,FOGAS,12000,0.3,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82618.0147804454,15.249785016989335
589,FOGAS,16000,0.3,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82625.0332752906,18.484212826006114
590,FOGAS,20000,0.3,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82630.81851665293,22.002263131085783
591,FOGAS,4000,0.5,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),124274.14623233498,13.14454332483001
592,FOGAS,8000,0.5,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),102278.0180354627,13.468962102895603
593,FOGAS,12000,0.5,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82618.0147804454,15.252296232851222
594,FOGAS,16000,0.5,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82625.0332752906,18.50751295289956
595,FOGAS,20000,0.5,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82630.81851665293,21.97969561209902
596,FOGAS,4000,0.7,0% optimal-eps / 100% random,0_100,x0_50_custom_50,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),124274.14623233498,13.220031286822632
