rho,seed,T,alpha,eta,theta_lambda,theta_lr,theta_inner_steps,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,dataset_path,problem,gamma,intended_prob,num_trajectories,max_steps,checkpoint_count,device,status,error,step,checkpoint_idx,solver_avg_reward,solver_success_rate,greedy_avg_reward,greedy_success_rate,total_loss,policy_objective,beta_objective,q_objective,theta_norm,policy_grad_norm,beta_grad_norm,theta_grad_norm,train_elapsed_seconds,elapsed_seconds,run_idx
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.3941500000000004,0.38,-0.04554999999999995,0.9,-0.8739074361738751,-0.9164406512230546,0.026092197982749882,-0.8837409440434486,44.478901063998514,0.002024481343357459,0.14350526976377997,0.048809981051604306,26.18734221899649,27.146594895981252,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1050,7,-1.2789500000000005,0.44,-0.0314999999999999,0.91,-1.0070758146344456,-1.0804004960883975,0.04292375694336135,-1.0178338773509585,48.9758220813175,0.0018539028189022615,0.18371850444436774,0.04816986327378518,26.18734221899649,27.269586738955695,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1200,8,-0.9372000000000003,0.6,0.04040000000000009,0.94,-1.1331816089051099,-1.2499224369647461,0.0668178990342831,-1.1452390054115933,51.90925254212399,0.0023718601953463723,0.1820822333756382,0.04734740138178044,26.18734221899649,27.38760239997646,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.7653500000000002,0.67,0.04040000000000009,0.94,-1.250049615666209,-1.4363597908428898,0.0999498272079621,-1.2628519068183495,55.921564899729326,0.0017727488265949505,0.21362534668778832,0.04636553218136313,26.18734221899649,27.503740334999748,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.4623500000000002,0.77,0.04040000000000009,0.94,-1.358901840745223,-1.6435397509100027,0.14109753533594552,-1.372728050100728,59.23911271714815,0.005847787943886512,0.25842934906525405,0.04517220019793804,26.18734221899649,27.615412051964086,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.3679000000000001,0.8,0.04040000000000009,0.94,-1.460742529253244,-1.8569656419652305,0.18925677806569843,-1.4754810905168185,63.28518151894719,0.007971597567148287,0.2532526159340634,0.04391913607290993,26.18734221899649,27.72601147100795,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.34625000000000006,0.83,0.04040000000000009,0.94,-1.5488435407166579,-2.097541275897037,0.2511556958573814,-1.5640050963733048,68.04908104675282,0.0032046524601696755,0.2772163993395045,0.042653786777160876,26.18734221899649,27.84118602797389,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.28545000000000015,0.85,0.04040000000000009,0.94,-1.627343354293308,-2.3806362342157454,0.32265580931064647,-1.6431103567126482,72.45904615422096,0.011206933873235554,0.3331834677124976,0.04103789785059856,26.18734221899649,27.95070821599802,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.1659000000000001,0.89,0.04040000000000009,0.94,-1.6986814107143249,-2.6810577175781627,0.40131767738125246,-1.7154907077408972,78.02451591833857,0.008150401740489399,0.322574294398474,0.039494014251319154,26.18734221899649,28.05888149398379,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.19995000000000007,0.89,0.04040000000000009,0.94,-1.749301479487615,-2.9736045797676884,0.5006975302175004,-1.7660791021126951,82.50093501797618,0.011217506279370217,0.3271292011349576,0.03789793984142646,26.18734221899649,28.16671108896844,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.2016000000000001,0.89,0.04040000000000009,0.94,-1.7951703732111106,-3.351884687941563,0.6048285541662572,-1.8124038013029613,87.5967809571207,0.009349218740145928,0.3726156697305809,0.03603128853287264,26.18734221899649,28.27466243400704,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.16850000000000015,0.9,0.04040000000000009,0.94,-1.8212446152272987,-3.743416566547374,0.7287542243164344,-1.8392396818539851,92.95407212409759,0.016044516536741747,0.4103043611881155,0.03390006442636808,26.18734221899649,28.38177514198469,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.16220000000000007,0.92,0.04040000000000009,0.94,-1.8329267662971938,-4.161755503569275,0.8670719786194807,-1.8515557137019771,99.31346526566013,0.015414096545425807,0.3991767481034798,0.032142774038665806,26.18734221899649,28.489411176007707,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.15725000000000008,0.92,0.04040000000000009,0.94,-1.8265055628678593,-4.54925716580733,1.0234930799707265,-1.8451866577098155,104.20862424075509,0.021925222431418093,0.41727423412216147,0.029984321010410698,26.18734221899649,28.59624162199907,6
0.1,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.11445000000000008,0.93,0.04040000000000009,0.94,-1.8196035974026121,-5.096902370481704,1.180394935683179,-1.8385113295891253,109.92453738605597,0.01133398621667224,0.4460554402106609,0.0281372587426873,26.18734221899649,28.702636153961066,6
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.14835482055367732,-0.14977644417481423,0.001645118859814694,-0.14968881702169437,9.582127657545039,0.00032525307988851736,0.04167441606906602,0.049984829216878544,24.30189124995377,24.51199811301194,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0193000000000003,0.0,-2.0056500000000006,0.0,-0.29671615202821644,-0.29919090571292534,0.003283726762980509,-0.30030125661651674,17.457581298498184,0.0005905617008192217,0.0603748056595444,0.04994100037542869,24.30189124995377,24.70426550396951,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-1.9738000000000009,0.03,-2.0478000000000005,0.0,-0.4445239746872813,-0.4497584024656192,0.005475843397909638,-0.44956003760941715,26.31430422195949,0.00016252539182470688,0.10595305515251711,0.049840026310608715,24.30189124995377,24.881516218010802,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.9016500000000007,0.09,-0.04809999999999996,0.9,-0.5911674824919264,-0.6027135021766076,0.008832274704505736,-0.5982250188154843,34.93595497704907,0.0010042056021946722,0.0859807143381969,0.049639730785587616,24.30189124995377,25.020062182971742,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.5872000000000008,0.28,-0.04899999999999995,0.9,-0.7348962543871448,-0.7599303288669066,0.015103441566752333,-0.7431230929734933,40.75237334543732,0.0008525870121612574,0.1343275201462985,0.04929455695788206,24.30189124995377,25.154662084998563,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.3881500000000004,0.38,-0.04854999999999996,0.9,-0.8739074361738751,-0.9164406512230546,0.026092197982749882,-0.8837409440434486,44.478901063998514,0.002024481343357459,0.14350526976377997,0.048809981051604306,24.30189124995377,25.286310682015028,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1050,7,-1.2724000000000004,0.44,-0.03449999999999992,0.91,-1.0070758146344456,-1.0804004960883975,0.04292375694336135,-1.0178338773509585,48.9758220813175,0.0018539028189022615,0.18371850444436774,0.04816986327378518,24.30189124995377,25.412159899016842,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1200,8,-0.9415500000000003,0.59,0.03740000000000009,0.94,-1.1331816089051099,-1.2499224369647461,0.0668178990342831,-1.1452390054115933,51.90925254212399,0.0023718601953463723,0.1820822333756382,0.04734740138178044,24.30189124995377,25.535109301970806,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.7609000000000004,0.66,0.03740000000000009,0.94,-1.250049615666209,-1.4363597908428898,0.0999498272079621,-1.2628519068183495,55.921564899729326,0.0017727488265949505,0.21362534668778832,0.04636553218136313,24.30189124995377,25.66035068500787,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.46135000000000015,0.76,0.03740000000000009,0.94,-1.358901840745223,-1.6435397509100027,0.14109753533594552,-1.372728050100728,59.23911271714815,0.005847787943886512,0.25842934906525405,0.04517220019793804,24.30189124995377,25.775133949005976,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.3669000000000001,0.79,0.03740000000000009,0.94,-1.460742529253244,-1.8569656419652305,0.18925677806569843,-1.4754810905168185,63.28518151894719,0.007971597567148287,0.2532526159340634,0.04391913607290993,24.30189124995377,25.889533349021804,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.34180000000000016,0.82,0.03740000000000009,0.94,-1.5488435407166579,-2.097541275897037,0.2511556958573814,-1.5640050963733048,68.04908104675282,0.0032046524601696755,0.2772163993395045,0.042653786777160876,24.30189124995377,26.002987771003973,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.28100000000000014,0.84,0.03740000000000009,0.94,-1.627343354293308,-2.3806362342157454,0.32265580931064647,-1.6431103567126482,72.45904615422096,0.011206933873235554,0.3331834677124976,0.04103789785059856,24.30189124995377,26.11566401697928,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.1649000000000001,0.88,0.03740000000000009,0.94,-1.6986814107143249,-2.6810577175781627,0.40131767738125246,-1.7154907077408972,78.02451591833857,0.008150401740489399,0.322574294398474,0.039494014251319154,24.30189124995377,26.22626623598626,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.19550000000000012,0.88,0.03740000000000009,0.94,-1.749301479487615,-2.9736045797676884,0.5006975302175004,-1.7660791021126951,82.50093501797618,0.011217506279370217,0.3271292011349576,0.03789793984142646,24.30189124995377,26.33916941296775,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.1971500000000001,0.88,0.03740000000000009,0.94,-1.7951703732111106,-3.351884687941563,0.6048285541662572,-1.8124038013029613,87.5967809571207,0.009349218740145928,0.3726156697305809,0.03603128853287264,24.30189124995377,26.45131495501846,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.16405000000000014,0.89,0.03740000000000009,0.94,-1.8212446152272987,-3.743416566547374,0.7287542243164344,-1.8392396818539851,92.95407212409759,0.016044516536741747,0.4103043611881155,0.03390006442636808,24.30189124995377,26.5622572459979,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.16320000000000004,0.92,0.03740000000000009,0.94,-1.8329267662971938,-4.161755503569275,0.8670719786194807,-1.8515557137019771,99.31346526566013,0.015414096545425807,0.3991767481034798,0.032142774038665806,24.30189124995377,26.676298022968695,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.1582500000000001,0.92,0.03740000000000009,0.94,-1.8265055628678593,-4.54925716580733,1.0234930799707265,-1.8451866577098155,104.20862424075509,0.021925222431418093,0.41727423412216147,0.029984321010410698,24.30189124995377,26.785567349987105,15
0.1,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.1154500000000001,0.93,0.03740000000000009,0.94,-1.8196035974026121,-5.096902370481704,1.180394935683179,-1.8385113295891253,109.92453738605597,0.01133398621667224,0.4460554402106609,0.0281372587426873,24.30189124995377,26.893920478993095,15
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.14835482055367732,-0.14977644417481423,0.001645118859814694,-0.14968881702169437,9.582127657545039,0.00032525307988851736,0.04167441606906602,0.049984829216878544,22.080599267967045,22.280926487001125,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0193,0.0,-2.0056500000000006,0.0,-0.29671615202821644,-0.29919090571292534,0.003283726762980509,-0.30030125661651674,17.457581298498184,0.0005905617008192217,0.0603748056595444,0.04994100037542869,22.080599267967045,22.462350637011696,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-1.9751500000000004,0.03,-2.0548000000000006,0.0,-0.4445239746872813,-0.4497584024656192,0.005475843397909638,-0.44956003760941715,26.31430422195949,0.00016252539182470688,0.10595305515251711,0.049840026310608715,22.080599267967045,22.631381871004123,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.9025500000000009,0.09,-0.04509999999999995,0.9,-0.5911674824919264,-0.6027135021766076,0.008832274704505736,-0.5982250188154843,34.93595497704907,0.0010042056021946722,0.0859807143381969,0.049639730785587616,22.080599267967045,22.76505988399731,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.5678500000000009,0.29,-0.04599999999999996,0.9,-0.7348962543871448,-0.7599303288669066,0.015103441566752333,-0.7431230929734933,40.75237334543732,0.0008525870121612574,0.1343275201462985,0.04929455695788206,22.080599267967045,22.89417066000169,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.3688000000000002,0.39,-0.04554999999999996,0.9,-0.8739074361738751,-0.9164406512230546,0.026092197982749882,-0.8837409440434486,44.478901063998514,0.002024481343357459,0.14350526976377997,0.048809981051604306,22.080599267967045,23.019973056972958,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1050,7,-1.2589500000000005,0.45,-0.03149999999999992,0.91,-1.0070758146344456,-1.0804004960883975,0.04292375694336135,-1.0178338773509585,48.9758220813175,0.0018539028189022615,0.18371850444436774,0.04816986327378518,22.080599267967045,23.140897432982456,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1200,8,-0.9246500000000003,0.6,0.04040000000000009,0.94,-1.1331816089051099,-1.2499224369647461,0.0668178990342831,-1.1452390054115933,51.90925254212399,0.0023718601953463723,0.1820822333756382,0.04734740138178044,22.080599267967045,23.257842984981835,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.7550000000000003,0.66,0.04040000000000009,0.94,-1.250049615666209,-1.4363597908428898,0.0999498272079621,-1.2628519068183495,55.921564899729326,0.0017727488265949505,0.21362534668778832,0.04636553218136313,22.080599267967045,23.377102276019286,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.4609000000000001,0.76,0.04040000000000009,0.94,-1.358901840745223,-1.6435397509100027,0.14109753533594552,-1.372728050100728,59.23911271714815,0.005847787943886512,0.25842934906525405,0.04517220019793804,22.080599267967045,23.488139547989704,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.36645000000000005,0.79,0.04040000000000009,0.94,-1.460742529253244,-1.8569656419652305,0.18925677806569843,-1.4754810905168185,63.28518151894719,0.007971597567148287,0.2532526159340634,0.04391913607290993,22.080599267967045,23.598229011986405,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.34135000000000004,0.82,0.04040000000000009,0.94,-1.5488435407166579,-2.097541275897037,0.2511556958573814,-1.5640050963733048,68.04908104675282,0.0032046524601696755,0.2772163993395045,0.042653786777160876,22.080599267967045,23.708090824016836,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.28055000000000013,0.84,0.04040000000000009,0.94,-1.627343354293308,-2.3806362342157454,0.32265580931064647,-1.6431103567126482,72.45904615422096,0.011206933873235554,0.3331834677124976,0.04103789785059856,22.080599267967045,23.816780945984647,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.1644500000000001,0.88,0.04040000000000009,0.94,-1.6986814107143249,-2.6810577175781627,0.40131767738125246,-1.7154907077408972,78.02451591833857,0.008150401740489399,0.322574294398474,0.039494014251319154,22.080599267967045,23.92302267701598,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.19505000000000014,0.88,0.04040000000000009,0.94,-1.749301479487615,-2.9736045797676884,0.5006975302175004,-1.7660791021126951,82.50093501797618,0.011217506279370217,0.3271292011349576,0.03789793984142646,22.080599267967045,24.030727520992514,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.19670000000000012,0.88,0.04040000000000009,0.94,-1.7951703732111106,-3.351884687941563,0.6048285541662572,-1.8124038013029613,87.5967809571207,0.009349218740145928,0.3726156697305809,0.03603128853287264,22.080599267967045,24.138370083994232,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.16360000000000013,0.89,0.04040000000000009,0.94,-1.8212446152272987,-3.743416566547374,0.7287542243164344,-1.8392396818539851,92.95407212409759,0.016044516536741747,0.4103043611881155,0.03390006442636808,22.080599267967045,24.24601249798434,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.16020000000000006,0.92,0.04040000000000009,0.94,-1.8329267662971938,-4.161755503569275,0.8670719786194807,-1.8515557137019771,99.31346526566013,0.015414096545425807,0.3991767481034798,0.032142774038665806,22.080599267967045,24.35358215001179,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.15525000000000005,0.92,0.04040000000000009,0.94,-1.8265055628678593,-4.54925716580733,1.0234930799707265,-1.8451866577098155,104.20862424075509,0.021925222431418093,0.41727423412216147,0.029984321010410698,22.080599267967045,24.464157387963496,11
0.1,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.11245000000000008,0.93,0.04040000000000009,0.94,-1.8196035974026121,-5.096902370481704,1.180394935683179,-1.8385113295891253,109.92453738605597,0.01133398621667224,0.4460554402106609,0.0281372587426873,22.080599267967045,24.57037686900003,11
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.1483570317351175,-0.14977721436296815,0.0016429076783765462,-0.14968807181724159,9.588832877971516,0.0003244658418381135,0.04174517832553485,0.049984834530769906,20.19577940797899,20.398932192008942,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0257500000000004,0.0,-2.00565,0.0,-0.2967236913792169,-0.2992141893491031,0.00327618741213978,-0.30029925734069113,17.4177738670122,0.0005896483900707687,0.06043468927847308,0.049941256891716815,20.19577940797899,20.575166787020862,9
