rho,seed,T,alpha,eta,theta_lambda,theta_lr,theta_inner_steps,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,dataset_path,problem,gamma,intended_prob,num_trajectories,max_steps,checkpoint_count,device,status,error,step,checkpoint_idx,solver_avg_reward,solver_success_rate,greedy_avg_reward,greedy_success_rate,total_loss,policy_objective,beta_objective,q_objective,theta_norm,policy_grad_norm,beta_grad_norm,theta_grad_norm,train_elapsed_seconds,elapsed_seconds,run_idx
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-1.9992500000000006,0.03,-1.7898500000000002,0.0,-0.444535254236466,-0.4498831293253605,0.005464563849340999,-0.4495419933758397,26.285847726335653,0.00016993661373409394,0.1057626043110078,0.04984073865421261,20.19577940797899,20.710987269005273,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.9062000000000006,0.11,-0.036199999999999954,0.9,-0.5911320246478968,-0.6028496688334835,0.008867732549566028,-0.5981357209572453,34.706117646113114,0.00103618142897132,0.08559414607454524,0.049638314628356356,20.19577940797899,20.844107189041097,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.5871500000000005,0.3,-0.03709999999999995,0.9,-0.7347985472204533,-0.7593454608948677,0.015201148727993843,-0.742999620183016,40.26679555944924,0.0008733372722835884,0.1350251034591008,0.04928337736196697,20.19577940797899,20.97322767402511,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.4218000000000006,0.35,-0.03664999999999995,0.9,-0.8738390501443016,-0.9164839079720374,0.026160584001284033,-0.883600507086263,44.20012818933623,0.0019516259500572876,0.13874519175267194,0.048810403521852015,20.19577940797899,21.099188232037704,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1050,7,-1.2957000000000005,0.42,-0.02259999999999991,0.91,-1.0069868616054731,-1.0817742479315697,0.04301270997744482,-1.0176369627792412,49.10685679038764,0.001510326539080576,0.1831638077784419,0.04818230137455035,20.19577940797899,21.225570994021837,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1200,8,-1.0077500000000004,0.57,0.049300000000000094,0.94,-1.1332695066155734,-1.256312324837637,0.06673000133723894,-1.1452924574378804,52.321045987896305,0.0017197506944958516,0.19304851373808585,0.047368673035827646,20.19577940797899,21.34339151403401,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.7441000000000002,0.66,0.049300000000000094,0.94,-1.2507595706594246,-1.4397891168508061,0.09923987229860248,-1.2634707997568349,56.55013107308966,0.0026769256611928792,0.21159714562222695,0.04641145691088365,20.19577940797899,21.457644023001194,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.43185000000000023,0.78,0.049300000000000094,0.94,-1.3609861752203796,-1.6487048854906934,0.13901320109614312,-1.374723118737485,60.1608686827398,0.007568765457142855,0.2663782257284748,0.04528381557738765,20.19577940797899,21.568476663029287,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.3601000000000002,0.8,0.049300000000000094,0.94,-1.4636691769631336,-1.8724490280223876,0.18633013081611352,-1.4783722075715215,63.89372605952871,0.006195476877089028,0.2527442732131771,0.04403563037400431,20.19577940797899,21.67856784700416,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.30945000000000017,0.83,0.049300000000000094,0.94,-1.5526932521452423,-2.1111748855972157,0.24730598511642018,-1.5676939569161212,69.18573787204082,0.004889755085213133,0.2772952796929778,0.0427743635269599,20.19577940797899,21.788055226032156,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.18290000000000015,0.89,0.049300000000000094,0.94,-1.6345350907820597,-2.3937578449927503,0.31546407395723636,-1.6501759515792502,73.0931603431135,0.010279022937631657,0.3241215645065217,0.041328957901994076,20.19577940797899,21.89529183600098,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.1602500000000001,0.89,0.049300000000000094,0.94,-1.704069829235868,-2.6850756777309615,0.39592926053478505,-1.7207610850074435,78.0002540813286,0.005882118893604597,0.32138776824414256,0.03978120141904794,20.19577940797899,22.00168059801217,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.17175000000000012,0.9,0.049300000000000094,0.94,-1.7600162904831997,-2.97642938063138,0.48998272141854105,-1.7767621747143727,84.18635098687245,0.015373931417605572,0.3323529479312673,0.03804577846958942,20.19577940797899,22.10958979401039,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.1670500000000001,0.93,0.049300000000000094,0.94,-1.8057431280450704,-3.343841868217746,0.5942558021454498,-1.82287378694002,88.35292163564212,0.005830637917154269,0.36302863147549086,0.036430798584409764,20.19577940797899,22.216542090987787,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.1559500000000001,0.92,0.049300000000000094,0.94,-1.8381587409674522,-3.7554712387482714,0.7118401023577036,-1.85554516471318,94.02015722247361,0.019212872454739047,0.4169413165649517,0.034286675641766955,20.19577940797899,22.32662938500289,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.11510000000000009,0.93,0.049300000000000094,0.94,-1.8559139035353869,-4.139458942204774,0.8440848464973774,-1.8740595669664435,99.61330953249964,0.006984875408037328,0.3986016118073965,0.03257645499016943,20.19577940797899,22.433187499002088,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.1252500000000001,0.92,0.049300000000000094,0.94,-1.8570239217897477,-4.59355894507371,0.992974727701464,-1.875326278958161,106.1353394891457,0.02351946100793632,0.41375807965478734,0.030174481724269984,20.19577940797899,22.538619222992565,9
0.3,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.1449500000000001,0.9,0.049300000000000094,0.94,-1.8457367104791003,-5.122915932533613,1.1542618319303284,-1.8640736340059345,110.94288267393796,0.0065863630066543164,0.4469604999618584,0.0288274999826472,20.19577940797899,22.64491170499241,9
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.1483570317351175,-0.14977721436296815,0.0016429076783765462,-0.14968807181724159,9.588832877971516,0.0003244658418381135,0.04174517832553485,0.049984834530769906,21.816434306965675,22.01559254596941,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0257500000000004,0.0,-2.00565,0.0,-0.2967236913792169,-0.2992141893491031,0.00327618741213978,-0.30029925734069113,17.4177738670122,0.0005896483900707687,0.06043468927847308,0.049941256891716815,21.816434306965675,22.197726711980067,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-1.9992500000000006,0.03,-1.7918500000000004,0.0,-0.444535254236466,-0.4498831293253605,0.005464563849340999,-0.4495419933758397,26.285847726335653,0.00016993661373409394,0.1057626043110078,0.04984073865421261,21.816434306965675,22.3350490470184,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.9062000000000006,0.11,-0.04609999999999995,0.9,-0.5911320246478968,-0.6028496688334835,0.008867732549566028,-0.5981357209572453,34.706117646113114,0.00103618142897132,0.08559414607454524,0.049638314628356356,21.816434306965675,22.469292895984836,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.5871500000000005,0.3,-0.04699999999999995,0.9,-0.7347985472204533,-0.7593454608948677,0.015201148727993843,-0.742999620183016,40.26679555944924,0.0008733372722835884,0.1350251034591008,0.04928337736196697,21.816434306965675,22.599191687011626,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.4218000000000008,0.35,-0.04654999999999995,0.9,-0.8738390501443016,-0.9164839079720374,0.026160584001284033,-0.883600507086263,44.20012818933623,0.0019516259500572876,0.13874519175267194,0.048810403521852015,21.816434306965675,22.725494618993253,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1050,7,-1.2957000000000005,0.42,-0.03249999999999992,0.91,-1.0069868616054731,-1.0817742479315697,0.04301270997744482,-1.0176369627792412,49.10685679038764,0.001510326539080576,0.1831638077784419,0.04818230137455035,21.816434306965675,22.848498941981234,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1200,8,-1.00405,0.57,0.039400000000000095,0.94,-1.1332695066155734,-1.256312324837637,0.06673000133723894,-1.1452924574378804,52.321045987896305,0.0017197506944958516,0.19304851373808585,0.047368673035827646,21.816434306965675,22.967554402013775,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.7583000000000003,0.65,0.039400000000000095,0.94,-1.2507595706594246,-1.4397891168508061,0.09923987229860248,-1.2634707997568349,56.55013107308966,0.0026769256611928792,0.21159714562222695,0.04641145691088365,21.816434306965675,23.087187136989087,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.4596500000000002,0.77,0.039400000000000095,0.94,-1.3609861752203796,-1.6487048854906934,0.13901320109614312,-1.374723118737485,60.1608686827398,0.007568765457142855,0.2663782257284748,0.04528381557738765,21.816434306965675,23.199755232024472,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.3879000000000002,0.79,0.039400000000000095,0.94,-1.4636691769631336,-1.8724490280223876,0.18633013081611352,-1.4783722075715215,63.89372605952871,0.006195476877089028,0.2527442732131771,0.04403563037400431,21.816434306965675,23.310664832999464,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.3372500000000002,0.82,0.039400000000000095,0.94,-1.5526932521452423,-2.1111748855972157,0.24730598511642018,-1.5676939569161212,69.18573787204082,0.004889755085213133,0.2772952796929778,0.0427743635269599,21.816434306965675,23.421922967012506,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.2107000000000001,0.88,0.039400000000000095,0.94,-1.6345350907820597,-2.3937578449927503,0.31546407395723636,-1.6501759515792502,73.0931603431135,0.010279022937631657,0.3241215645065217,0.041328957901994076,21.816434306965675,23.529768390988465,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.18805000000000008,0.88,0.039400000000000095,0.94,-1.704069829235868,-2.6850756777309615,0.39592926053478505,-1.7207610850074435,78.0002540813286,0.005882118893604597,0.32138776824414256,0.03978120141904794,21.816434306965675,23.637048832024448,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.19955000000000012,0.89,0.039400000000000095,0.94,-1.7600162904831997,-2.97642938063138,0.48998272141854105,-1.7767621747143727,84.18635098687245,0.015373931417605572,0.3323529479312673,0.03804577846958942,21.816434306965675,23.74636048899265,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.19485000000000013,0.92,0.039400000000000095,0.94,-1.8057431280450704,-3.343841868217746,0.5942558021454498,-1.82287378694002,88.35292163564212,0.005830637917154269,0.36302863147549086,0.036430798584409764,21.816434306965675,23.854689127998427,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.18375000000000008,0.91,0.039400000000000095,0.94,-1.8381587409674522,-3.7554712387482714,0.7118401023577036,-1.85554516471318,94.02015722247361,0.019212872454739047,0.4169413165649517,0.034286675641766955,21.816434306965675,23.96212535898667,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.1429000000000001,0.92,0.039400000000000095,0.94,-1.8559139035353869,-4.139458942204774,0.8440848464973774,-1.8740595669664435,99.61330953249964,0.006984875408037328,0.3986016118073965,0.03257645499016943,21.816434306965675,24.074327851005364,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.1530500000000001,0.91,0.039400000000000095,0.94,-1.8570239217897477,-4.59355894507371,0.992974727701464,-1.875326278958161,106.1353394891457,0.02351946100793632,0.41375807965478734,0.030174481724269984,21.816434306965675,24.180914625001606,12
0.3,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.17275000000000013,0.89,0.039400000000000095,0.94,-1.8457367104791003,-5.122915932533613,1.1542618319303284,-1.8640736340059345,110.94288267393796,0.0065863630066543164,0.4469604999618584,0.0288274999826472,21.816434306965675,24.28779943200061,12
0.3,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.1483570317351175,-0.14977721436296815,0.0016429076783765462,-0.14968807181724159,9.588832877971516,0.0003244658418381135,0.04174517832553485,0.049984834530769906,19.993954806996044,20.190423824009486,10
0.3,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0257500000000004,0.0,-2.00565,0.0,-0.2967236913792169,-0.2992141893491031,0.00327618741213978,-0.30029925734069113,17.4177738670122,0.0005896483900707687,0.06043468927847308,0.049941256891716815,19.993954806996044,20.37198019400239,10
0.3,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-1.9992500000000006,0.03,-1.7995000000000005,0.0,-0.444535254236466,-0.4498831293253605,0.005464563849340999,-0.4495419933758397,26.285847726335653,0.00016993661373409394,0.1057626043110078,0.04984073865421261,19.993954806996044,20.508950825955253,10
0.3,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.901550000000001,0.11,-0.04509999999999995,0.9,-0.5911320246478968,-0.6028496688334835,0.008867732549566028,-0.5981357209572453,34.706117646113114,0.00103618142897132,0.08559414607454524,0.049638314628356356,19.993954806996044,20.642346347973216,10
0.3,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.5773500000000007,0.31,-0.04599999999999995,0.9,-0.7347985472204533,-0.7593454608948677,0.015201148727993843,-0.742999620183016,40.26679555944924,0.0008733372722835884,0.1350251034591008,0.04928337736196697,19.993954806996044,20.772077828005422,10
0.3,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.4004500000000006,0.36,-0.04554999999999995,0.9,-0.8738390501443016,-0.9164839079720374,0.026160584001284033,-0.883600507086263,44.20012818933623,0.0019516259500572876,0.13874519175267194,0.048810403521852015,19.993954806996044,20.8977663340047,10
