alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,theta_mode,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,reinforce_samples,fisher_damping,cg_iters,cg_tol,state_weight_update,dataset_path,num_trajectories,max_steps,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.001,0.0001,0.1,3000,0.3,20,0.0003,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,188.27470641594846,1.0,0.8315362911881501,91.60176411692228,0.052041314508353254,1.0,0.86413069581398,93.13860013860585,0.0,0.04071210016819619,-0.07224534029495457,0.048045464854779854,-0.002787877180211473,4.548285949093218,0.0004454812668278931,0.126406058376502,0.000146038499184648,1656
0.001,0.0001,0.03,3000,0.3,10,0.0003,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,33.99443376902491,1.0,0.8311493145713077,91.39157641203798,0.05369273348392439,1.0,0.86413069581398,93.13860013860585,0.0,0.04091280391845016,-0.07030831108798746,0.04885353317028532,-0.002743676980024799,4.725332995888057,0.0011375158469517624,0.12253684884617343,0.00020729770397485414,1051
0.001,0.0001,0.2,3000,0.3,10,0.0003,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,187.5197427830426,1.0,0.8307820621829255,91.38372614904752,0.05318251957070168,1.0,0.86413069581398,93.13860013860585,0.0,0.03975442305325873,-0.06557358517631506,0.0472876065023698,-0.0027880073544391554,4.725724395109431,0.0021759323765355304,0.11964013087323476,0.00020597013670751364,2035
0.001,0.0001,0.1,3000,0.3,10,0.0003,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,188.85288125596708,1.0,0.8307820621829255,91.38793582347462,0.05348522557277656,1.0,0.86413069581398,93.13860013860585,0.0,0.040444072373888085,-0.0683935710969362,0.047771769921684575,-0.00276064190240959,4.718264774331607,0.0014963503318452323,0.1216636537952324,0.0002101715145476679,1658
0.001,0.0001,0.05,3000,0.3,10,0.0003,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,131.33689477102598,1.0,0.8305956491133439,91.39086343731165,0.053628249046944146,1.0,0.86413069581398,93.13860013860585,0.0,0.04076731388573418,-0.07043998689201132,0.04875000978900191,-0.0027484185180428177,4.731078824022977,0.0010581362330349068,0.1227732168041958,0.00020860214374800886,361
0.001,0.0001,0.03,1500,0.001,10,0.0001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,87.09818055096548,1.0,0.8220597571414264,90.82305756428326,0.11415467927861171,1.0,0.86413069581398,93.13860013860585,0.0,0.00846734732577174,-0.0987605954156096,0.027576901267675032,-0.0068153430173538195,11.676344947761912,6.793260792809014e-05,0.127831523693409,2.651603929481069e-07,1462
0.001,0.0001,0.05,1500,0.001,10,0.0001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,107.45979035500204,1.0,0.8220597571414264,90.82328836136239,0.11412346506978553,1.0,0.86413069581398,93.13860013860585,0.0,0.008425525949343985,-0.09873891434716643,0.027588098761019312,-0.006821129072164564,11.681391070218176,6.811167655535198e-05,0.12785298053270838,2.6468274730280827e-07,663
0.001,0.0001,0.2,1500,0.001,10,0.0001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,50.43302972899983,1.0,0.8216871325426421,90.82454577255106,0.11384522153567057,1.0,0.86413069581398,93.13860013860585,0.0,0.008130755300446761,-0.09847890459210713,0.027610828862647794,-0.0068563101252526164,11.711055298359334,7.13972408394547e-05,0.1279663284481686,2.399694346564075e-07,2189
0.001,0.0001,0.1,1500,0.001,10,0.0001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,94.21298083895817,1.0,0.8211552837128475,90.8226442098525,0.11406618725623477,1.0,0.86413069581398,93.13860013860585,0.0,0.008336019273872949,-0.09865200342604546,0.0275586740672713,-0.006828488403142711,11.687298291161651,6.830180697073986e-05,0.127876102827763,2.4538068062554005e-07,1849
0.001,0.0001,0.2,1500,0.003,20,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,19.958317503973376,1.0,0.818218035372209,90.7586178609555,0.16783838418178318,1.0,0.86413069581398,93.13860013860585,0.0,-0.0018404743983890803,-6.925753724071009,0.5740880014733627,-0.0153403260953639,527.5686914870251,0.20773926858600142,0.7133925552054527,0.0096959050865348,2092
0.001,0.0001,0.2,1500,0.1,20,0.0001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,97.421965239977,1.0,0.8162702878212406,90.3300758950545,0.11360073646271747,1.0,0.86413069581398,93.13860013860585,0.0,0.007564243680056197,-0.10736968787354417,0.029073132567792783,-0.007102536931351623,11.957767066992925,0.0006510803347026007,0.1298170097921311,1.5804014752416655e-05,1943
0.001,0.0001,0.05,1500,0.1,20,0.0001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,67.04017409303924,1.0,0.8157330667810437,90.32304950554628,0.11392062556448099,1.0,0.86413069581398,93.13860013860585,0.0,0.00786592934252689,-0.1075751506422469,0.029159357966385024,-0.007053664131217227,11.93438112403979,0.0005325746251587264,0.12973939486281857,1.6621598791437735e-05,316
0.001,0.0001,0.1,1500,0.1,20,0.0001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,110.06130906095495,1.0,0.8157330667810437,90.32556642196718,0.11382861841181237,1.0,0.86413069581398,93.13860013860585,0.0,0.0077477942324488056,-0.10750925748366048,0.029163985711196678,-0.007069991738193534,11.956567765498344,0.0005642582977677036,0.12972758860836267,1.620565785888647e-05,1585
0.001,0.0001,0.03,1500,0.1,20,0.0001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,81.28387471701717,1.0,0.8155485178421581,90.32221343931323,0.11399680125148831,1.0,0.86413069581398,93.13860013860585,0.0,0.007899456458307419,-0.10767405825273185,0.029178496336198814,-0.007047193519785635,11.937029352803833,0.0005478194889424941,0.1296791262315701,1.6618350677568553e-05,1157
0.001,0.0001,0.05,1500,0.01,10,0.0001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,81.93150118895574,1.0,0.814121731686324,90.3173412918608,0.11908693838133248,1.0,0.86413069581398,93.13860013860585,0.0,0.008570134040204926,-0.10594947950042162,0.02859658358854547,-0.006768146378170961,11.636720698366727,0.0003757474344511961,0.12828882519014356,2.146731961640831e-06,525
0.001,0.0001,0.1,1500,0.01,10,0.0001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,82.9440179640078,1.0,0.814121731686324,90.32015546384434,0.11895120373281579,1.0,0.86413069581398,93.13860013860585,0.0,0.008464003854254255,-0.10589197634550736,0.028603428305061948,-0.006783592428035606,11.649665883449057,0.00037472273055549866,0.12829416629316387,2.1440920858759785e-06,1742
0.001,0.0001,0.2,1500,0.01,10,0.0001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,94.84291800996289,1.0,0.814121731686324,90.32589676875357,0.11866820450459756,1.0,0.86413069581398,93.13860013860585,0.0,0.008251650785050042,-0.10572468483269373,0.02864789924128282,-0.006814814965872992,11.67625549850876,0.00039182032971359527,0.1282565288378191,2.150271759027664e-06,2147
