alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_mode,theta_lambda,D_theta,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,intended_prob,dataset_path,num_trajectories,max_steps,max_steps_long,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_success_rate_200,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_success_rate_200,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0005,0.0001,0.01,5000,0.01,10,reg_fixed,1e-05,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:0,ok,,71.67360472981818,0.0,0.0,-0.9999734386011134,-1.0000659275104482,5.2536857504798844e-05,0.0,0.0,-0.9999734386011134,-1.000003087935596,3.9256541394998504e-08,-0.0012649937712917447,-22.10918999024242,0.8335915170971444,0.4169156748151455,243.0340920668886,0.8917321936609007,0.746916038723393,0.02724258317353044,535
0.0005,3e-05,0.1,5000,0.1,10,reg_fixed,1e-06,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:1,ok,,71.72982151713222,0.0,0.0,-0.9999734386011134,-1.0002180509171639,0.00020704272174603354,0.0,0.0,-0.9999734386011134,-1.0000031252495905,1.0823337112090847e-07,-0.6581604332560431,432.2525435137169,-40.5433576819064,2.8718884495281083,2618.689799486301,10.025657684018254,7.112379762491699,0.022576505907144856,130
0.001,0.0003,0.01,5000,0.1,10,reg_fixed,0.0001,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:0,ok,,71.7669533349108,0.0,0.0,-0.9999734386011134,-1.0001161272295924,9.575058968910737e-05,0.0,0.0,-0.9999734386011134,-1.000003440436995,6.016964761084811e-07,-0.292057659817009,-5.107406837225859,0.42592731959806723,-0.1252983073213019,50.114292231714,0.018592561472232427,0.1267923554749164,4.205756578300068e-05,3177
0.001,0.0003,0.5,5000,0.01,10,reg_fixed,1e-05,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:3,ok,,71.85784774809144,0.0,0.0,-0.9999734386011134,-1.0001778354002189,0.00019685730362320502,0.0,0.0,-0.9999734386011134,-1.0000031267592604,1.1029188729127539e-07,-0.06746387393127129,0.7241161733919559,0.760116026596348,0.1094451544882283,83.73294080908498,0.9985513553825726,0.639987996972054,0.07059468033233549,3372
0.0005,3e-05,0.01,5000,0.03,10,reg_fixed,1e-05,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:2,ok,,71.9359251789283,0.0,0.0,-0.9999734386011134,-1.000172033581137,0.0001646436759095146,0.0,0.0,-0.9999734386011134,-1.0000034415964656,6.051129005829229e-07,-2.5765788658274626,-45.808240281172004,4.5355704582482845,-1.2079166297077386,511.01034533885775,3.230990720127639,0.8839014983464055,0.0074974027694902565,20
0.001,3e-05,2.0,5000,0.1,10,reg_fixed,1e-06,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:0,ok,,71.97396050812677,0.0,0.0,-0.9999734386011134,-1.0000823008186706,9.101638489147214e-05,0.0,0.0,-0.9999734386011134,-1.0000031252495953,1.0966251624188549e-07,-10.891939688524008,268.6429173750509,-36.01838723399016,-9.668085227890243,1465.0451182533138,29.551923200845533,4.486513901142492,0.034227526905732684,2544
0.0005,0.0001,0.1,5000,0.03,10,reg_fixed,1e-05,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:0,ok,,72.02764153596945,0.0,0.0,-0.9999734386011134,-1.0001411151039175,0.00011972777887464807,0.0,0.0,-0.9999734386011134,-1.0000031249399663,9.424782150075887e-08,0.44188246042849855,-19.819743308399737,2.090866408996039,0.6352181277953223,145.2154827245574,4.095929228496147,1.9558925417043622,0.02463393326272011,649
0.001,3e-05,1.0,5000,0.1,10,reg_fixed,1e-06,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:7,ok,,72.20236098114401,0.0,0.0,-0.9999734386011134,-1.0001061471963517,0.00011534185372128439,0.0,0.0,-0.9999734386011134,-1.0000031252495953,1.0966232989835435e-07,-5.677646177964515,334.9902615053684,-33.869305886291215,-4.748691326957958,1231.023486740507,32.972873385520394,6.945156464346948,0.08797273048378257,2440
0.001,3e-05,0.1,5000,0.1,10,reg_fixed,1e-05,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:6,ok,,72.20668440009467,0.0,0.0,-0.9999734386011134,-1.000058865842872,4.148398953924188e-05,0.0,0.0,-0.9999734386011134,-1.0000034415964658,6.051136347311129e-07,-3.9215456617149576,-75.47839265855578,3.1936311774625743,-2.8057300912671987,457.8389988626574,8.509089463931746,6.262637566451919,0.017462892130116193,2231
0.0005,0.0001,1.0,5000,0.1,10,reg_fixed,1e-05,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:1,ok,,72.36757308198139,0.0,0.0,-0.9999734386011134,-1.0003534416936697,0.0003379387016831228,0.0,0.0,-0.9999734386011134,-1.0000031249399663,9.424782150075887e-08,-0.6540100882613396,-31.409403075415277,3.3356684416758227,-0.2878480501047801,239.96953571547056,0.07818577592481762,0.6410952412905033,4.283625065367849e-06,866
