ablation,policy_optimizer,policy_gradient,alpha,reinforce_samples,fisher_damping,cg_iters,cg_tol,count,seed_count,ok_count,failed_count,elapsed_seconds_mean,solver_success_rate_best,solver_success_rate_mean,solver_success_rate_std,solver_success_rate_sem,solver_success_rate_ci95,greedy_success_rate_best,greedy_success_rate_mean,greedy_success_rate_std,greedy_success_rate_sem,greedy_success_rate_ci95,solver_avg_return_best,solver_avg_return_mean,solver_avg_return_std,solver_avg_return_sem,solver_avg_return_ci95,greedy_avg_return_best,greedy_avg_return_mean,greedy_avg_return_std,greedy_avg_return_sem,greedy_avg_return_ci95
npg_exact_alpha_fisher,npg,exact,0.003,4,3e-05,50,1e-10,5,5,5,0,3310.032888274174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2235019378805108,-1.2235019378805108,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.003,4,0.0003,50,1e-10,5,5,5,0,3796.1995340269523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9972237520248755,-0.9972237520248755,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.01,4,1e-06,50,1e-10,5,5,5,0,3531.9981313663534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.01,4,3e-06,50,1e-10,5,5,5,0,3910.7087784138976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.01,4,1e-05,50,1e-10,5,5,5,0,3549.030488714436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.01,4,0.0001,50,1e-10,5,5,5,0,3648.5153374408374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.01,4,0.0003,50,1e-10,5,5,5,0,4164.274574744236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.01,4,0.001,50,1e-10,5,5,5,0,3480.5143590774387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.01,4,0.003,50,1e-10,5,5,5,0,3019.028826844832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.01,4,0.01,50,1e-10,5,5,5,0,2949.617033231538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0134997138724455,-1.0134997138724455,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.03,4,1e-06,50,1e-10,5,5,5,0,2823.8822415502277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.03,4,3e-06,50,1e-10,5,5,5,0,2604.504979085969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.03,4,1e-05,50,1e-10,5,5,5,0,2365.105989841372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.03,4,3e-05,50,1e-10,5,5,5,0,2372.191390881827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.03,4,0.0001,50,1e-10,5,5,5,0,2918.676286177989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.03,4,0.0003,50,1e-10,5,5,5,0,2377.569010281237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.03,4,0.001,50,1e-10,5,5,5,0,2708.0774057325907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.03,4,0.003,50,1e-10,5,5,5,0,1309.5315772579984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.03,4,0.01,50,1e-10,5,5,5,0,1403.4853203996086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.1,4,1e-06,50,1e-10,5,5,5,0,2903.3475481754167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.1,4,3e-06,50,1e-10,5,5,5,0,2230.1123841010035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.1,4,1e-05,50,1e-10,5,5,5,0,3187.1426146517974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.1,4,3e-05,50,1e-10,5,5,5,0,2832.9059992462862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.1,4,0.0001,50,1e-10,5,5,5,0,2023.9147203627508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.1,4,0.0003,50,1e-10,5,5,5,0,2063.3232965027914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.1,4,0.001,50,1e-10,5,5,5,0,1753.9187513586135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.1,4,0.003,50,1e-10,5,5,5,0,2129.858539873129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.1,4,0.01,50,1e-10,5,5,5,0,1503.2958269439173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
sgd_exact_alpha,sgd,exact,0.01,4,0.001,50,1e-10,5,5,5,0,609.5370778852142,0.12,0.12,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0662853528561893,-1.0662853528561893,0.0,0.0,0.0,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
sgd_exact_alpha,sgd,exact,0.03,4,0.001,50,1e-10,5,5,5,0,1697.9010479388294,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0393307110101166,-1.0393307110101166,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
sgd_exact_alpha,sgd,exact,0.003,4,0.001,50,1e-10,5,5,5,0,1070.9494418133982,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0345757474219148,-1.0345757474219148,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
sgd_exact_alpha,sgd,exact,1e-05,4,0.001,50,1e-10,5,5,5,0,636.6734136472456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1793054313198033,-1.1793054313198033,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
sgd_exact_alpha,sgd,exact,3e-05,4,0.001,50,1e-10,5,5,5,0,1036.6951582570096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1539040649129622,-1.1539040649129622,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
sgd_exact_alpha,sgd,exact,0.0001,4,0.001,50,1e-10,5,5,5,0,719.5484991533682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.123282241390927,-1.123282241390927,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
sgd_exact_alpha,sgd,exact,0.0003,4,0.001,50,1e-10,5,5,5,0,1944.4027683523484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.053779244955175,-1.053779244955175,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
sgd_exact_alpha,sgd,exact,0.001,4,0.001,50,1e-10,5,5,5,0,1135.4310569058173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.029182091315521,-1.029182091315521,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
