alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,batch_size,hidden_sizes,beta_reg,theta_mode,theta_optimizer,theta_start_mode,beta_update,policy_optimizer,policy_gradient,nn_seed,seed,device,status,error,elapsed_seconds,greedy_mean_steps,greedy_std_steps,greedy_success_rate,greedy_avg_env_return,greedy_std_env_return,solver_mean_steps,solver_std_steps,solver_success_rate,solver_avg_env_return,solver_std_env_return,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0001,1e-06,0.5,20000,0.0003,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,920.0396279559936,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.81874622672578,-101.38125062221016,-0.668784111503845,-102.82272676196776,324.4295195373205,0.36599949642060925,28.20108078095245,0.41631696650456623,93
0.0003,3e-07,0.005,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,920.0738363759592,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.0956012820409,-102.0910380687474,0.05542286953610459,-102.11679723038503,301.0799962623095,0.15128252291765537,27.600838896948407,0.4121202414739167,205
0.0001,1e-06,0.02,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,920.1585222060094,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-143.86368725871648,195.66376864066774,-42.7913714037061,-144.37007799830175,455.8889306977927,31.291709499052736,176.89064885955298,9.917298264943858,69
0.0003,3e-07,0.1,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,920.3948605550104,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-258.83947228276844,-275.13563558644296,0.741180566963277,-258.85407729182174,772.2261441248769,0.19210884300221337,43.548172544722654,1.0420757671268635,237
0.0001,3e-07,0.1,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,920.5549739709822,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-380.568006686691,-226.33618928466916,-236.81050419543914,-381.09033170059894,507.57647505961916,585.8915101169698,1970.841596622738,1.8127521626526382,38
0.0001,1e-06,0.05,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,920.6710268039606,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-0.9668753466820732,1138.7604922163255,-115.12206829311569,-1.9663361786174391,486.0610101379137,0.008852311508363962,247.43454077772085,0.9735459345071525,78
0.0001,3e-07,0.05,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,920.7453085210291,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,35.85398177263692,394.5960653616954,-36.290410898583296,35.35490957762306,220.69350729202296,4.40503532465519,138.15114193257233,0.2024453265102293,21
0.0003,3e-07,0.5,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,920.8210581640014,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.14879819774373,-93.00557664853281,-1.0023192251693922,-103.18104232484771,337.41821276884997,0.3063565234190826,41.01631784933356,0.4182186741925634,245
0.0002,3e-07,0.5,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,920.8953742689919,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.40119521971894,-335.2799252741454,-2.2473522328376245,-342.40210257135533,889.3943298739603,0.24071892291419705,38.867283605840726,0.4144031605800482,150
0.0001,3e-07,0.005,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,920.9299312530202,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,135.92846412970582,-1913.9691264447442,210.90406050495992,133.1958034996792,405.46750457015423,0.011668010482994347,224.03556355332705,1.147474887220954,7
0.0001,3e-07,0.02,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,920.9708695799927,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.43220921496983,-99.53222083119257,-1.2795239720994158,-103.43535901309325,333.61345029482794,0.23860481442153758,19.525480609186307,0.4176264661021051,14
0.0003,1e-06,0.05,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,921.0846453419654,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-94.22680989519579,-150.78775356385503,7.897340113675342,-94.51906220815839,370.7591920587341,0.3074456081349312,34.50865919213953,1.1620061977438978,275
0.0003,1e-06,0.05,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,921.2463725690031,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,108.4384870620344,624.7768720321071,-52.09836442138093,108.1164491203416,580.0659477574815,1.0139833022733507,299.1217203977239,1.8406466884931865,278
0.0003,1e-06,0.02,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,921.31637365598,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-69.7295057080681,-263.8232383921061,27.868632347475803,-71.51670200187542,530.1097286067104,1.476022220289759,53.03622850956073,0.8650058175383619,266
0.0002,1e-06,0.1,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,921.3509552869946,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.34983450600595,-97.69896194867898,-1.217534573139936,-103.37674288809885,308.6372545452588,0.2393834969070508,34.18550610182625,0.4361553572088291,182
0.0001,1e-06,0.02,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,921.3752173249959,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-340.7402653799588,-337.91212652869166,-0.5842847615841013,-340.741842185402,886.7874784628241,0.025774717425351142,31.598451615470804,0.4127774979149692,70
0.0003,1e-06,0.02,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,921.488439904002,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-341.18076458179837,-336.0541935920542,-1.0267279078563454,-341.1831162008896,946.9168428431293,0.6542667469807167,33.504287493538165,0.4395681580185574,267
0.0001,3e-07,0.005,20000,0.0003,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,921.522978183988,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.09433973254902,-99.68718693481821,-0.9680795712342399,-103.10274682212676,342.9020894019456,1.0656407882312704,99.96253865061288,1.1984595861348906,6
0.0003,3e-07,0.1,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,921.5958134130342,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.64913091677704,-334.9598725658217,-2.492714301885681,-342.6541452701475,926.06422267044,0.12950428119039567,19.21080831414959,0.41989249721676475,239
0.0003,3e-07,0.02,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,921.6182091779774,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-281.36096170703865,-271.75878931729795,-1.5679314157015594,-281.36721864442563,773.0408752728024,0.16388550487140988,20.19693132543245,0.46150388796310254,216
0.0001,3e-07,0.05,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,921.6286962210434,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.22616052670891,-99.25078619054135,-1.0709309010148205,-103.22785641592736,344.30249694918365,0.13296360525933706,12.353328230330135,0.4166420963792838,22
0.0002,3e-07,0.05,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,921.6527592519997,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-341.24717672613536,-326.48234927129454,-3.3003823213991956,-341.2547457555886,868.7038067424464,3.893023369984792,75.1759778539855,0.42916501433273485,126
0.0003,1e-06,0.02,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,921.9214750349638,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,18.611285852788203,293.1744182358959,-27.44894970980536,18.01355713898755,218.09902575561625,0.5141991421314701,89.14231396706596,0.21416993070744683,262
0.0003,3e-07,0.05,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,921.9602086019586,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-93.08133119562739,-145.85346431954832,7.742469387111794,-93.72764045182731,250.10567487974012,10.693567435788644,41.466728420380555,1.1575017573436028,221
0.0003,3e-07,0.1,20000,0.0003,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,922.0222201659926,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.28952814885074,-98.68225543161653,-0.1330341206283111,-102.3485751935682,326.32389934437674,0.8612869419960985,30.551396528593127,0.4228070949129284,232
0.0003,3e-07,0.005,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,922.2348579730024,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-341.5830594981993,-335.02731404341694,-1.4292724853286607,-341.5851083299923,917.1929331307466,4.1274146305417485,382.6602220848837,0.6015862704675298,208
0.0001,3e-07,0.1,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,922.246795361978,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,35.79246768317094,396.21318921886666,-36.46714769187972,35.29185319878974,220.65408778924115,4.4719350439305146,138.4224829731213,0.2023958311105241,31
0.0003,1e-06,0.1,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,922.3685491599608,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-93.4631603414933,-152.72040722215988,8.654245111503885,-93.86499817479577,408.44320825667967,0.8249141946889204,35.120776168348634,1.1061758074572303,282
0.0003,1e-06,0.5,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,922.5150213970337,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-109.80346583365424,188.09756214168172,-32.62148545249002,-110.33110114588123,212.51484909434032,6.492849317157363,122.63842622823536,0.6256948663227171,291
0.0003,1e-06,0.1,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,922.6921982330387,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-65.54684405128815,-311.5448006880678,33.205865360394625,-67.35542258469223,518.0550657849262,4.396991153758953,56.99548098830675,144.6560251571272,286
0.0001,3e-07,0.05,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,922.8108264749753,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.0419463309742,-332.7689448429225,-1.8886112391664909,-342.04248181558444,892.0540884870636,1.9611117793738857,34.70334191439253,0.4138534980797772,30
0.0003,3e-07,0.02,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,922.9175223220373,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-21.656252455938677,-27.470351444545884,0.6190479600780465,-21.701433113567663,115.17790210518797,0.06889643325212236,14.634814695215296,0.4041728118855003,214
0.0002,1e-06,0.1,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,922.955740259029,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-339.97429210432796,-335.3784641483941,-0.8737603250798733,-339.9769235060064,897.5959648119035,0.08975995325816162,9.169670179033744,0.4295702292724644,190
0.0003,3e-07,0.5,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,922.9667537530186,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-280.30875071441295,-271.6769638244945,-1.435744283805875,-280.3134266180711,778.4976067172086,2.1619625040801043,74.17892234900349,0.43222673198459516,247
0.0001,3e-07,0.5,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,923.0687259960105,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,141.65227783688783,-1988.749753218508,219.4685844533913,138.90206229007254,445.21493181112334,16.89231219334599,232.0515948676056,2.641483456724579,46
0.0002,1e-06,0.05,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,923.1267242649919,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.79651688842675,-97.07305852106367,-0.640006424644381,-102.7909649649497,325.4732282546468,0.012624848086491754,8.74924395978241,0.4148477059350062,174
0.0003,1e-06,0.05,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,923.2602288090275,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-12.869746470870808,-420.8964773960789,42.155505058644636,-13.610006772441807,134.36961643938713,0.08542074743274848,114.66158532355752,0.16717534043117976,271
0.0001,1e-06,0.005,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,923.2816218039952,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-107.5862661732874,-117.7472309636304,-6.279529118226315,-107.66324439302127,333.8246092668481,18.259180749112844,199.33098530162584,13.703659234845347,54
0.0002,3e-07,0.02,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,923.3446212160052,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.70104685733907,-336.57868551616633,-2.5462346570046708,-342.7032115700664,948.9766742224115,0.6791510389122305,143.930014339235,0.4293627859496766,118
0.0003,3e-07,0.005,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,923.3459261190146,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-288.1088228613958,-277.4993008760714,-2.0235145489311654,-288.11446086053576,807.3742856486429,0.06879884091570199,19.926422735763904,0.41705602362521177,206
0.0003,1e-06,0.05,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,923.3882919920143,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-341.3011544914302,-336.90449608761213,-1.1465439333272505,-341.3034601729158,935.452130839392,0.5162467622575381,33.67283503777896,0.4355381643492903,279
0.0002,1e-06,0.5,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,923.6112135649892,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-340.81409743206984,-337.7168027533235,-0.6587663460896594,-340.8146498018062,955.5493520019133,0.015756330382622995,27.671617477488116,0.41510376437870367,198
0.0001,3e-07,0.5,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,923.614169345994,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.88385672911218,-98.03229755859687,-0.728115740467285,-102.8875775450551,311.8653758024489,0.05439541065512408,14.498884364030447,0.41503017819113713,45
0.0002,3e-07,0.005,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,923.6539511270239,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-341.79657156195674,-330.6548024412001,-1.642966852504393,-341.79870546778363,873.574639959805,0.38347960003284015,22.86672964852092,0.4139329550899478,110
0.0001,3e-07,0.5,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,923.678842252004,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,134.80766262666913,-1902.8840089385862,209.67937694831585,132.08727397276175,377.5213573550985,0.04251333256459756,223.18563536920908,2.164008224633533,48
0.0003,1e-06,0.005,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,923.690993686032,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-94.27599830655903,-149.49661461031158,7.86099237996316,-94.5640379217444,393.5049612543494,0.27907733999659573,34.547610720811825,0.7431459541538736,255
0.0001,1e-06,0.5,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,923.7509856389952,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.081257969679,-99.29043412907396,-0.9287963333257685,-103.08376029931367,332.7272470470948,0.8639834668563495,37.834811175367385,0.4205078246745204,94
0.0002,1e-06,0.005,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,923.8135955719627,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-340.7915831559561,-336.89797021079374,-0.6365148820152657,-340.79021102218434,926.546344565233,0.03428418786642332,24.12691280171459,0.41336931690594586,157
0.0003,3e-07,0.5,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,923.8869954610127,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-93.49652582022993,-143.05581776612732,7.45821838688733,-94.13932599060685,250.32940300846064,9.432385087928115,40.89938348225732,1.1146287994757182,241
0.0002,1e-06,0.005,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,923.9425808459637,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,40.63504154586761,-537.5677771103999,61.512622204590706,37.8741192284873,295.775800439028,0.1576907156880248,64.84455898402273,0.795719309544291,151
0.0003,3e-07,0.05,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,924.0374612300075,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.2921233939909,-99.69909001061258,-1.136533564558042,-103.29669014330881,295.7246518036871,0.18957412302355647,25.57114126030487,0.4182976340440409,222
0.0002,3e-07,0.005,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,924.1687082870048,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-101.29651580790481,-100.09675285824098,0.8598359628168557,-101.427758159167,496.83034148824436,0.07322269775842614,32.068508122063996,0.789546170231252,102
0.0001,3e-07,0.02,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,924.2059300210094,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.23956142346627,-99.19936926774744,-1.0893403565873447,-103.24149715277386,320.3923973412312,0.5812290480916116,21.255399741380966,0.44424507559848214,15
0.0003,1e-06,0.02,20000,0.0003,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,924.4498133720481,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.39543911653574,-105.72884821960808,-0.2559111020289271,-102.43118934312193,316.8779093579691,0.22631131241924504,23.579290943700407,0.43308679483660545,263
0.0002,3e-07,0.5,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,924.6116829009843,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.0752636505431,-99.18297047616744,-0.9187813625526462,-103.07962321901435,321.7860312405292,0.41787697541123225,12.191251026904952,0.4187123667546874,142
0.0001,3e-07,0.005,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,924.6120167649933,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.56720117206017,-101.30761027046155,-1.413987100459535,-103.57013249385292,332.1989185835373,0.7107842511049476,13.579743556189145,0.43101047854029845,8
0.0002,3e-07,0.1,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,924.7286360830185,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-101.97374985299197,-100.18601600341438,0.1826723777128534,-102.02315595527877,312.24698605625895,0.11998698379708127,31.860493196825832,0.41326511487759443,134
0.0003,3e-07,0.5,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,924.8420137559879,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.229022110106,-329.9062635050328,-2.074658943641594,-342.22736562220376,878.5661033178909,0.09402779173296696,28.125255902109657,0.414229095331426,251
0.0003,1e-06,0.005,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,925.0292255179957,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-341.0929414565066,-336.9152581816769,-0.9376056459439057,-341.09529602828655,930.5151246119905,0.04631756278170142,16.241101905632423,0.4137960883851009,259
0.0001,1e-06,0.05,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,925.1473414810025,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.71610609250311,-98.96410386374511,-0.560061705203843,-102.72135047287864,370.3086020490235,0.03207846886187518,4.966517633217435,0.41464879472626665,72
0.0002,1e-06,0.1,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,925.2494866219931,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.16063353465428,-101.54765362859334,-1.014487478213574,-103.16795586714548,346.169666729626,0.4524533675623366,23.075113191965368,0.4216150086202117,184
0.0001,3e-07,0.05,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,925.2931775200414,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.79470067971373,-99.58149437047362,-0.6382283954178237,-102.7972430815057,351.2378431272367,0.04040862657388944,6.872881300228711,0.41490044352410405,24
0.0001,3e-07,0.5,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,925.5232159900479,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-341.3476214962955,-318.1307421993097,-1.191837603734639,-341.33715922625595,972.2876773772972,6.198356025861907,339.49216642667596,1.048931567732874,47
0.0003,3e-07,0.05,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,925.5367657620227,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.14674502636754,-98.51054850192043,-0.9915791029013592,-103.1546000948768,315.4262907036825,0.17030287554408147,22.548285147995102,0.41610964785996696,224
0.0001,1e-06,0.02,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,925.6971751409583,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-101.62414927588804,-121.73258723697377,0.5266111632106236,-101.65747860554525,327.7062512582142,3.273170086698245,53.125366242321654,0.4124845788798658,64
0.0002,1e-06,0.02,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,925.7674096269766,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-340.77630014798405,-336.80585941630187,-0.6215948145910425,-340.7762455663312,922.9104305752154,0.033464441009157485,57.165377944372935,0.4156952248389644,168
0.0003,3e-07,0.5,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,925.89677733602,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.35740830447594,-330.8189465012203,-2.2027317788487832,-342.3557686478783,930.1397188838598,0.0760003683995293,21.312195001305646,0.4149763146942149,250
0.0001,3e-07,0.1,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,926.1234883620054,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.00445117478966,-335.7972533971002,-1.852384009973603,-342.00651894182994,906.3764862409172,0.9187203711298486,61.15941659041021,0.5589526579229961,40
0.0001,1e-06,0.5,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,926.2472944610054,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-100.30300464805283,-145.94490703286428,1.7471671912984654,-100.51354240563953,350.3455548005358,10.290188953351167,42.1851524524401,4.587270404124149,95
0.0003,3e-07,0.1,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,926.6035031400388,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.15362587227172,-97.23835997872638,-1.001957621012001,-103.16254162224686,293.7500978337753,0.24234141930205294,26.839340843556467,0.41640999274125,233
