alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,batch_size,hidden_sizes,beta_reg,theta_mode,theta_optimizer,theta_start_mode,beta_update,policy_optimizer,policy_gradient,nn_seed,seed,device,status,error,elapsed_seconds,greedy_mean_steps,greedy_success_rate,greedy_avg_env_return,solver_mean_steps,solver_success_rate,solver_avg_env_return,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0001,1e-06,0.005,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,952.8348103919998,200.0,0.0,-200.0,200.0,0.0,-200.0,-107.5862661732874,-117.7472309636304,-6.279529118226315,-107.66324439302127,333.8246092668481,18.259180749112844,199.33098530162584,13.703659234845347,878
0.0003,1e-08,0.5,20000,0.0001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,952.8435841230094,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.047612622776825,-13.583553236059366,-2.8913594408135133,-36.98067202380561,99.70516935776034,2.090147365647811e-08,38.9781598814097,0.4463999999391486,1038
0.0003,1e-06,0.1,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,952.8806244470179,200.0,0.0,-200.0,200.0,0.0,-200.0,-94.18657992564829,-150.40266748386532,7.947301487664275,-94.47905549623336,410.53027945967045,0.04971674001354804,34.695630222738544,1.0826893706499874,1407
3e-05,1e-07,0.5,20000,0.0003,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,952.8869496310363,200.0,0.0,-200.0,200.0,0.0,-200.0,-110.42165420692078,-100.57305292042017,-8.296576225260733,-110.47494857720515,269.78094796332186,11.078454338199206,185.35664340746058,2.3707079457568727,281
0.0003,1e-08,0.1,20000,0.001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,952.9007881419966,200.0,0.0,-200.0,200.0,0.0,-200.0,-351.8545605679213,-244.63067294869109,-11.699467077648404,-351.8277087621565,827.4919556653523,0.8946944765980305,231.9301919232153,0.4183611130081453,1033
0.0001,3e-07,0.1,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,952.9095438040094,200.0,0.0,-200.0,200.0,0.0,-200.0,-34.51117416141795,-29.40706424839204,-0.3604030569909057,-34.57488202447182,121.06862993338459,0.017385908994641028,11.205587572365841,0.4173820098643867,823
0.0003,1e-06,0.1,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,952.9520547229913,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.28124483423009,-35.708591030838804,0.8660343205405949,-33.50451986229905,130.6038638435826,0.014943788708458966,11.734467696861534,0.4043294547686536,1400
0.0001,3e-07,0.02,20000,0.0001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,952.9639299319824,200.0,0.0,-200.0,200.0,0.0,-200.0,-34.32197129877034,-29.86116833653051,-0.18201116861865776,-34.416128280726255,106.7042614745956,0.09250367731140045,12.673057987521348,0.41574243768594077,798
0.0003,3e-07,0.5,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,952.9996405789861,200.0,0.0,-200.0,200.0,0.0,-200.0,-280.30875071441295,-271.6769638244945,-1.435744283805875,-280.3134266180711,778.4976067172086,2.1619625040801043,74.17892234900349,0.43222673198459516,1341
0.0003,1e-07,0.005,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,953.0017024529516,200.0,0.0,-200.0,200.0,0.0,-200.0,-103.63737150895597,-87.34190979386172,-1.4836123546344526,-103.66225671566555,306.0678537055691,0.016737625629133425,31.32795185639932,0.42471165608997874,1167
0.0003,3e-08,0.005,20000,0.0001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,953.0116361170076,200.0,0.0,-200.0,200.0,0.0,-200.0,-36.76264982488814,-16.00035876186074,-2.6063966553549176,-36.70358455267053,102.11284455523406,2.529872131746267e-08,37.23313374423299,0.44305516807489703,1061
0.0001,1e-07,0.1,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,953.0705927640083,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.70923669811506,-27.554864634280737,0.4435251464348252,-33.71159316278779,90.35817155793944,0.009849387249387278,109.68808429879809,0.6930362352093671,727
0.0001,1e-07,0.005,20000,0.0001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,953.1321607970167,200.0,0.0,-200.0,200.0,0.0,-200.0,-31.037056203832826,-31.983938149172854,3.1192042747359565,-31.042947064678465,119.06491046927556,0.008659495632578684,160.61850894906297,0.46824893692986375,677
3e-05,1e-06,0.02,20000,0.001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,953.1616966240108,200.0,0.0,-200.0,200.0,0.0,-200.0,-340.8481702457391,-334.63797663299425,-0.6928773467520876,-340.84626875348533,832.412299146587,0.07698003092484666,109.43937355208715,0.4485597746863901,433
0.0003,3e-07,0.005,20000,0.001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,953.1683310889639,200.0,0.0,-200.0,200.0,0.0,-200.0,-314.6090022136952,-502.90740689865004,25.490888174007644,-314.85785817535907,863.7763544406785,1.0810028372584137,115.48382605084792,4.13605109361292,1272
0.0001,1e-07,0.02,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,953.1907780800248,200.0,0.0,-200.0,200.0,0.0,-200.0,-344.08999981642694,-332.51271751569845,-3.93571540624052,-344.08996716638865,888.1561664348505,0.4526202989251534,44.21013480811919,0.4177939680590938,719
0.0003,1e-06,0.02,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,953.2959735080367,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.27761708009566,-35.722198167867816,0.8697691528762036,-33.501520593314694,130.6014464691712,0.004414153066941216,11.758403611370863,0.40438577421899036,1376
0.0003,3e-07,0.02,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,953.3057659679907,200.0,0.0,-200.0,200.0,0.0,-200.0,-21.656252455938677,-27.470351444545884,0.6190479600780465,-21.701433113567663,115.17790210518797,0.06889643325212236,14.634814695215296,0.4041728118855003,1286
0.0003,1e-06,0.5,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,953.3142871510354,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.301652255637435,-35.64671258795662,0.8455903856138645,-33.5209079771563,130.38661179017257,0.00482919620730806,11.603048468753242,0.40451824068640696,1424
0.0003,1e-07,0.5,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,953.3870168490103,200.0,0.0,-200.0,200.0,0.0,-200.0,-103.4761080563964,-86.72359564000035,-1.5134572149891732,-103.50437076184085,346.45193291972396,0.025078263743536874,28.65658014215285,0.4232800248756072,1238
0.0003,1e-06,0.005,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,953.4112753379741,200.0,0.0,-200.0,200.0,0.0,-200.0,-340.7410592580535,-338.3009917707462,-0.5854878066648307,-340.7424422250651,868.0220120562673,0.003998582590712574,63.96026539437504,0.41673235914675477,1367
0.0001,1e-07,0.5,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,953.4758545489749,200.0,0.0,-200.0,200.0,0.0,-200.0,-344.5283775279556,-335.8234744199244,-4.373498150544898,-344.5283377578442,889.3824734640756,0.17363925971501998,45.83111177668155,0.41850869622529324,767
0.0003,3e-07,0.5,20000,0.0003,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,953.5645702379989,200.0,0.0,-200.0,200.0,0.0,-200.0,-101.49053099165711,-101.14322311298386,0.6570740743576521,-101.57139595227268,267.7034301451526,0.10027065641436889,31.97217362958446,0.4089870761667636,1336
0.0001,1e-06,0.1,20000,0.0001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,953.5661029189941,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.300650362057155,-35.318262123310085,0.8481434550940773,-33.53994471096714,181.67619675108466,0.005782669828908873,11.494398587895699,0.4065915173458675,917
0.0003,1e-06,0.005,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,953.5725728260004,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.27553545743845,-35.7236084986802,0.8716594632532851,-33.49998938299179,130.6808689046214,0.004836791151314614,11.762873883381374,0.4043136919485278,1352
3e-05,3e-07,0.005,20000,0.001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,953.5757290030015,200.0,0.0,-200.0,200.0,0.0,-200.0,-342.42431557462066,-337.0064935699562,-2.2745803270910434,-342.42461258913886,844.6721871973448,0.07618521427280006,34.67581920397622,0.40694144385031383,313
0.0001,1e-07,0.5,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,953.6798873589723,200.0,0.0,-200.0,200.0,0.0,-200.0,-103.63563490844578,-87.23481911048154,-1.480998601728397,-103.65896383296142,308.4283982956571,0.015690841408420347,32.18079041789916,0.4192659716183876,759
0.0003,1e-08,0.1,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,953.7343342119711,200.0,0.0,-200.0,200.0,0.0,-200.0,-348.5718858817201,-295.96880940317834,-8.416776303905023,-348.55780213355314,830.3430499890599,0.00037760126813383857,436.9897317089656,3.4085724871438536,1030
0.0001,1e-06,0.1,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,953.8232115620049,200.0,0.0,-200.0,200.0,0.0,-200.0,-340.9192435478132,-338.64467632549446,-0.7643428893686327,-340.9204529710339,887.6575553655184,0.0525346867838323,17.85685086774463,0.4124889153154616,935
0.0003,1e-06,0.005,20000,0.0003,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,953.8626452930039,200.0,0.0,-200.0,200.0,0.0,-200.0,-93.55870189960122,-152.71083528405643,8.562034957786597,-93.86896514773315,308.45672800106763,0.1163154815616299,35.91454155335949,0.6444271878312697,1360
0.0003,1e-08,0.005,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,953.9656877160305,200.0,0.0,-200.0,200.0,0.0,-200.0,-348.66199642657574,-296.04450082286394,-8.506886791755099,-348.64790291021063,830.2348050074612,0.0003849603226338081,433.5567283941154,3.458564994592631,982
0.0003,3e-07,0.005,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,954.0428889119648,200.0,0.0,-200.0,200.0,0.0,-200.0,-34.41978845687452,-29.549315091706728,-0.2715534513043974,-34.49276990684038,110.72324509442494,0.01008263106001261,12.04709410511436,0.4164016416885057,1255
0.0001,1e-06,0.02,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,954.1254869379918,200.0,0.0,-200.0,200.0,0.0,-200.0,-95.26297868114273,-148.24604518317912,6.875871272451767,-95.51589097829273,369.47462386541645,1.4558211637362655,32.385049532716636,1.21539382021175,903
0.0001,3e-08,0.1,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,954.2539364600088,200.0,0.0,-200.0,200.0,0.0,-200.0,-349.98307387484533,-327.5546945984517,-9.837743083842533,-349.98252017103613,866.624477381642,1.139924633834717,179.66458632521133,0.5425942907524708,647
3e-05,3e-07,0.5,20000,0.0003,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,954.2612062300323,200.0,0.0,-200.0,200.0,0.0,-200.0,-103.24935673405348,-99.66840140472492,-1.0969782720561703,-103.25091002406057,275.02875462517716,0.08895865394722352,12.66644103396749,0.4142571283258927,377
0.0003,3e-07,0.1,20000,0.0003,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,954.265181454015,200.0,0.0,-200.0,200.0,0.0,-200.0,-101.48536556850539,-101.29121569005841,0.6656784173230443,-101.5668187240192,267.9189704174612,0.22186780626062277,33.00967532497844,0.40982256635702263,1312
0.0003,1e-08,0.5,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,954.3124615540146,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.87759527546177,-47.19901250709074,-7.72133352797218,-109.8178155663311,257.89197820701094,6.151924241893589e-08,111.70225007423741,0.44321130344850124,1046
0.0003,1e-06,0.005,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,954.555413605005,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.23721834860254,-35.69264044057182,0.9116510344875492,-33.47645270760261,154.89117959251814,0.04023590917950385,11.77904996083401,0.40489509144138724,1351
0.0003,1e-07,0.5,20000,0.0003,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,954.6187389009865,200.0,0.0,-200.0,200.0,0.0,-200.0,-103.89523820023733,-87.73724338734469,-1.7435550635767045,-103.91154288164543,267.7290255226148,0.0016830072410029902,34.174760765691495,0.4172730707468093,1239
0.0001,3e-07,0.02,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,954.7559597280342,200.0,0.0,-200.0,200.0,0.0,-200.0,-342.0042002865346,-333.92439928991394,-1.84944337496794,-342.0063425307585,894.1989180403029,0.2772658992137538,26.853600259720302,0.41408693157585713,815
0.0003,3e-07,0.1,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,954.7658210300142,200.0,0.0,-200.0,200.0,0.0,-200.0,-342.38993029377,-334.9716183456429,-2.241066269780935,-342.3947453081106,881.1280212081606,0.9299522503703304,48.97710279809776,0.44226105441438424,1319
0.0003,3e-07,0.5,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,954.8297161220107,200.0,0.0,-200.0,200.0,0.0,-200.0,-34.41867845892974,-29.580142938035635,-0.2704800275640754,-34.49103954925612,110.58086807581927,0.009741821216581521,12.008796766849525,0.4164132844463552,1327
0.0003,1e-06,0.005,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,955.0645360089839,200.0,0.0,-200.0,200.0,0.0,-200.0,-94.27599830655903,-149.49661461031158,7.86099237996316,-94.5640379217444,393.5049612543494,0.27907733999659573,34.547610720811825,0.7431459541538736,1359
3e-05,1e-06,0.5,20000,0.001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,955.1603239909746,200.0,0.0,-200.0,200.0,0.0,-200.0,-340.8085336822513,-338.62134643352255,-0.6561983719735568,-340.8090908430366,836.8109758508743,0.007939406309339073,115.29467154778492,0.4358209812744703,481
0.0003,1e-06,0.02,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,955.2649398160283,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.24118288339188,-35.53414267799992,0.9030649795526348,-33.48060837346702,155.03410628277305,0.015610709773130872,11.71150888436501,0.4049911270676515,1375
3e-05,1e-06,0.02,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,955.4393047429621,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.84740655761882,-33.527063141327,0.2983461059588011,-33.942317125022115,142.70254922253073,0.07115878333096416,9.930386571215909,0.409123798318084,417
0.0003,1e-06,0.5,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,955.5373609300004,200.0,0.0,-200.0,200.0,0.0,-200.0,-94.65145112567534,-148.55531380066665,7.491540992234691,-94.93613587494468,349.8890303056168,0.20892542389499427,33.53734475514052,1.2527777557494308,1431
0.0003,1e-06,0.1,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,955.6966695260489,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.24667168383183,-35.527277320499586,0.8960386246567517,-33.485002993365754,154.7879793754825,0.02850393027173836,11.680864409574982,0.40504258543665783,1399
0.0001,1e-06,0.005,20000,0.0001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,955.8239746090258,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.04728847755682,-35.87508562958879,1.0931338980891407,-33.35965906684057,166.8294983872896,0.01220661472887746,11.760298340331794,0.4060179345392154,869
0.0003,3e-08,0.5,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,956.0114224450081,200.0,0.0,-200.0,200.0,0.0,-200.0,-105.71928379257751,-71.1588742387725,-3.5630217553928234,-105.69016839610634,254.85416699561014,0.006628442764254182,146.0326322999802,0.42632660445758674,1144
0.0003,3e-07,0.1,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,956.2123914639815,200.0,0.0,-200.0,200.0,0.0,-200.0,-34.420146056821984,-29.551501823331904,-0.27186039746052637,-34.49297305423396,110.75528709241551,0.009099690643670662,12.03660057022715,0.4164206307618182,1303
0.0001,1e-06,0.5,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,956.2314942920348,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.49148155688086,-35.18421639397999,0.6598048821339558,-33.66875619901108,177.37384829740836,0.009022621614955015,11.304589203086012,0.4069892583066245,942
0.0003,3e-07,0.02,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,956.6250425579492,200.0,0.0,-200.0,200.0,0.0,-200.0,-34.41736925531379,-29.580859958034534,-0.27016927501133714,-34.489596167494135,112.10769476883995,0.003824639121416566,12.114203761749568,0.41637772009988583,1279
0.0003,1e-06,0.02,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,956.7322560419561,200.0,0.0,-200.0,200.0,0.0,-200.0,-94.04939208777935,-150.6874266798317,8.098379318186034,-94.34369785899628,422.8895274828406,0.8802214799036908,35.319895936868264,1.843495523830502,1383
0.0003,1e-08,0.02,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,957.7257661210024,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04648130645588,-13.59125688440856,-2.890228066721824,-36.979565834778484,86.24800706605377,1.9605350889056437e-08,39.000460891211574,0.4455665228082239,993
3e-05,3e-07,0.02,20000,0.001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,959.4189217109815,200.0,0.0,-200.0,200.0,0.0,-200.0,-342.7541790817208,-336.1937418147194,-2.600315227937091,-342.7516116434343,847.6766893192597,0.32413205411258494,24.74130466576023,0.41235704496093367,337
3e-05,1e-07,0.1,20000,0.001,10,1e-12,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,962.1009656859678,200.0,0.0,-200.0,200.0,0.0,-200.0,-344.26088151377206,-334.9230185312092,-4.106353243272171,-344.2600541527255,962.4885277577388,0.23164675507092733,35.081043328455344,0.4248304651675345,257
3e-05,3e-07,0.5,20000,0.0003,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,962.5350120390067,200.0,0.0,-200.0,200.0,0.0,-200.0,-26.131581495703117,-774.5526862722381,76.02485111310797,-26.86845665133535,397.1537935518755,6.926192858294678,207.51205123681558,0.21110401732979167,371
3e-05,3e-07,0.1,20000,0.001,10,1e-11,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,962.7406455460005,200.0,0.0,-200.0,200.0,0.0,-200.0,127.19230135082947,-1782.2420720092487,197.219848800455,124.46267112904388,473.85582995432424,0.6788168462592671,209.82686489915994,2.5944356944508766,354
0.0001,1e-08,0.1,20000,0.0003,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,963.1280384860002,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.87795738433375,-47.19316036911014,-7.721639192938452,-109.8181712948544,335.87397723296027,6.612483819791829e-07,111.70517365071247,0.44323724196093617,539
3e-05,1e-07,0.5,20000,0.0003,10,1e-11,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,963.1435058049974,200.0,0.0,-200.0,200.0,0.0,-200.0,-87.37226309290409,-230.71035029854292,14.78406424155081,-87.51271777692125,397.6444098174694,0.025082672313116186,184.0682178919856,0.3532664624077005,274
3e-05,1e-07,0.1,20000,0.0003,10,1e-11,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,963.1631480089854,200.0,0.0,-200.0,200.0,0.0,-200.0,-104.12759981599508,-97.16876552304652,-1.9754669929703683,-104.13114628199176,402.0726753384245,1.72133320144172,33.675939714408635,0.42321825138199076,250
3e-05,3e-07,0.02,20000,0.001,10,1e-11,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,963.4436329939635,200.0,0.0,-200.0,200.0,0.0,-200.0,-339.2232428471323,-359.3310648731408,0.9150334106650879,-339.22976830914996,939.6012432806076,3.968317100827192,340.9473244995726,2.1814945924539777,330
3e-05,3e-07,0.02,20000,0.0003,10,1e-11,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,963.502988888009,200.0,0.0,-200.0,200.0,0.0,-200.0,-24.960700901059937,-778.641168461618,77.1956722850374,-25.701049168747204,399.9321184212206,3.5490282150498644,210.08025744264864,0.1568973723503115,322
0.0001,1e-08,0.02,20000,0.0003,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,963.6431851380039,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.8782122947722,-47.19221678670445,-7.72189410334185,-109.81842518048396,335.9063412392866,6.605464511620339e-07,111.72394253743063,0.44323826781787845,515
3e-05,1e-06,0.5,20000,0.0001,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,963.6460428070277,200.0,0.0,-200.0,200.0,0.0,-200.0,-1.191011985305714,-317.0599873081713,32.96524771763718,-2.1130886453439075,107.88505505030562,2.088293294957828e-11,75.00902976287719,0.025507725164513727,459
3e-05,1e-08,0.005,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,963.6721196679864,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.86367750834208,-47.30684723830927,-7.707353394045297,-109.80401537927028,252.7596770060221,0.00010786692958614763,111.11441831162526,0.4429323421866176,15
3e-05,1e-06,0.02,20000,0.0003,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,963.7127276629908,200.0,0.0,-200.0,200.0,0.0,-200.0,-103.30577337707773,-101.10550945309942,-1.1520179764567136,-103.30796888254706,369.9865932977153,0.26757988196422505,11.94170898862114,0.4176997559871914,419
0.0001,1e-08,0.1,20000,0.001,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,963.744605046988,200.0,0.0,-200.0,200.0,0.0,-200.0,-351.03165645543163,-248.5133127515826,-10.87656420403243,-351.00854864566384,904.9714651101419,0.0846833699978047,211.67062317429622,0.42550447927902507,547
3e-05,1e-08,0.005,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,964.0348530260089,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.86462036068576,-47.28890196849866,-7.7082960699258605,-109.80493867874941,257.9652129589643,7.899659624279669e-05,111.07096095260458,0.4431590500669313,14
0.0001,1e-08,0.02,20000,0.001,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,964.1147763039917,200.0,0.0,-200.0,200.0,0.0,-200.0,-351.7484554009543,-249.8292817945664,-11.593361896720973,-351.7251978041486,902.883795848121,0.23287859273122902,342.7739861222003,0.5993685834558269,523
3e-05,1e-08,0.1,20000,0.0001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,964.2765161970165,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04641302431341,-13.592152697356251,-2.8901504198377976,-36.9795004761006,99.71248614476139,2.9373648513117595e-05,38.98489254767446,0.44638573244197716,54
3e-05,1e-06,0.005,20000,0.0003,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,964.4378561719786,200.0,0.0,-200.0,200.0,0.0,-200.0,-56.032736547287314,-54.83935521799311,-1.1391712574277244,-56.02946000071869,342.8013921908521,0.09926830502613797,20.543335911706066,0.421259961680355,395
0.0003,1e-06,0.005,20000,0.0003,10,1e-12,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,964.4439194339793,200.0,0.0,-200.0,200.0,0.0,-200.0,38.15880227160763,-508.41798514609013,58.01126381935802,35.41940700396293,133.29174688697404,1.3809876054593993e-15,61.50396285135493,0.735616366425796,1353
3e-05,1e-08,0.005,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,964.5693946240062,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04622142700714,-13.593746543994238,-2.889958916318403,-36.9793140779926,90.88286003389064,2.9297325140082417e-05,38.98704390055305,0.4463089271218223,6
