run_idx,algorithm,dataset_size,epsilon,proportions,proportion_key,reset_mode,extra_terminal_steps,seed,status,error,feature_coverage,greedy_on_data_quality,greedy_optimal_states_quality,greedy_avg_reward,greedy_success_rate,greedy_v_x0,greedy_v_gap,solver_on_data_quality,solver_optimal_states_quality,solver_avg_reward,solver_success_rate,solver_v_x0,solver_v_gap,elapsed_seconds
334,FOGAS,16000,0.1,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,1.8774083159766137,0.04877294316443436,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.040103756396893286,0.0069233905777324745,-0.8614734244714225,0.83,-0.8621818954776688,0.009561728272622153,26.20499448501505
335,FOGAS,20000,0.1,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,1.871816085349791,0.04725679989208986,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.04218635797790667,0.007862209764606281,-0.8696938450575539,0.78,-0.8699042818810182,0.010416552559246658,29.774904638063163
336,FOGAS,4000,0.3,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,2.0872451288039917,0.03523068280924761,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.037923709102630966,0.008242507519260702,-0.8619787001074389,0.85,-0.8609638804580513,0.012333331055879401,20.60993409412913
337,FOGAS,8000,0.3,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,2.16051703638953,0.25581847957495685,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.25643364963923104,0.009967458394790166,-0.8733180441557024,0.79,-0.8739181830652643,0.014479681229658231,21.144701494136825
338,FOGAS,12000,0.3,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,2.13050101509421,0.03647196806921378,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.12437781068602749,0.011313869019337392,-0.8918317028409634,0.84,-0.8873702465693809,0.015565204297825055,22.657104477053508
339,FOGAS,16000,0.3,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,2.164218903406189,0.03882467658005465,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.1342153982546062,0.011725660623161356,-0.8898329617817347,0.83,-0.8902315718720994,0.016049612220607457,26.098481520079076
340,FOGAS,20000,0.3,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,2.202520490818013,0.040178309642344756,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.0524174581805207,0.010611605209974275,-0.8838069905779795,0.78,-0.879441223969957,0.015148347344811328,29.704126850003377
341,FOGAS,4000,0.5,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,2.8094978287009846,0.0729354304043656,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.06067296443121847,0.017947911606772216,-0.8925072019731484,0.72,-0.8961934081484745,0.02715418167520328,21.087345096981153
342,FOGAS,8000,0.5,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,2.8548177360818343,0.04539702310442562,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.05228888095696598,0.0147276687875282,-0.8824863630416233,0.81,-0.8798645158538462,0.02266092129523531,21.38756065699272
343,FOGAS,12000,0.5,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,2.8186701624595116,0.09726301319314974,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.18698904744732617,0.017431470939921617,-0.9184083778692583,0.81,-0.9133154423201547,0.02530338687338723,22.633507516933605
344,FOGAS,16000,0.5,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,2.8273024578403185,0.08736328386497358,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.17140752748932556,0.017385669654760242,-0.9003442446721693,0.79,-0.9113789395098427,0.025377047909808836,26.220786093035713
345,FOGAS,20000,0.5,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,2.812920336255063,0.0803114878961179,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.17002389341545626,0.018981704842828635,-0.9153432133879492,0.75,-0.9276856955793528,0.026726560068143553,29.857682961970568
346,FOGAS,4000,0.7,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,793.8603905358511,0.08907849158874971,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.10381493709986266,0.0459627020697398,-0.913184248796054,0.77,-0.912797032064596,0.06904169871949509,21.02171336603351
347,FOGAS,8000,0.7,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,7.356998482309615,0.07528251290267639,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.08799662214541791,0.03532097410274513,-0.909191184207836,0.79,-0.9066714613174083,0.055116471832012626,21.548955785110593
348,FOGAS,12000,0.7,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,8.396895153161445,0.09335140498859139,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.11363481234077001,0.050799123353393275,-0.9136593064098784,0.75,-0.9103100000034313,0.06891566047710974,22.98197343898937
349,FOGAS,16000,0.7,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,8.37337333411044,0.09585164152901517,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.11666363598844619,0.04856605155593206,-0.9184589613819066,0.69,-0.9181205764872526,0.0674993024775835,26.570104259066284
350,FOGAS,20000,0.7,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,6.743313252106587,0.06645761291039562,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.08577150370397663,0.02952812644095418,-0.9142176441875722,0.72,-0.9114662037897874,0.04586415057891077,29.976522935088724
351,FOGAS,4000,0.0,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.2473633520659115,0.08371581231182915,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.07746710643708003,0.015313016351962255,-0.8934750484452246,0.66,-0.9024275399179921,0.022584890634591806,21.14709008205682
352,FOGAS,8000,0.0,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.3001412741792175,0.06593419123978965,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.06423216143197756,0.012677625510314957,-0.8947838187932307,0.71,-0.8880563153000768,0.018743629710642452,21.45013264613226
353,FOGAS,12000,0.0,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.3055557821974366,0.0616734389180993,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.06293328957820726,0.013786293539217563,-0.8999087977400015,0.67,-0.8971963599437479,0.02002971629589372,23.02725535701029
354,FOGAS,16000,0.0,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.3055831656538603,0.06295101221062363,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.06905203051299207,0.01370821641194064,-0.9017716546217731,0.66,-0.8983538510389266,0.019607239705789255,26.42132951016538
